time,angle
0,4.72966398254441
1,4.35451769836349
2,4.82262504705392
3,5.98697138778132
4,7.69382733093761
5,9.80217624412752
6,12.183955989771
7,14.7133026471312
8,17.2572964662763
9,19.6773485709733
10,21.8424819637806
11,23.6487609468864
12,25.0354145589527
13,25.9916828226111
14,26.5507102854153
15,26.774083696599
16,26.732819819192
17,26.4921718691806
18,26.1045759311683
19,25.6102232215801
20,25.041019430604
21,24.4244077943869
22,23.7849513716344
23,23.1436629072333
24,22.5159801896193
25,21.9100407247808
26,21.326326980434
27,20.7587676866454
28,20.1971034786239
29,19.6299507848803
30,19.0479401431142
31,18.4464299645541
32,17.8275822966156
33,17.2013946257549
34,16.5842538036409
35,15.9944489601694
36,15.4463137678039
37,14.9461227295902
38,14.4917202565283
39,14.0760252753861
40,13.692489840101
41,13.3398550921155
42,13.0234450228348
43,12.7517711619166
44,12.5301082151926
45,12.3545163228667
46,12.2098752208161
47,12.0735807917513
48,11.9242902560073
49,11.7525723897382
50,11.5690094866398
51,11.4059522218837
52,11.3116160688454
53,11.3409638018666
54,11.5486043292065
55,11.9859331214723
56,12.7022739923308
57,13.7480300790579
58,15.1757037342415
59,17.0339038910801
60,19.3524520871397
61,22.1241030727924
62,25.293989040865
63,28.7670033332422
64,32.4324745177149
65,36.1915220117212
66,39.971323274756
67,43.7227339185192
68,47.4077706420364
69,50.9862074297228
70,54.4069110694109
71,57.6061550429076
72,60.5113441198813
73,63.0471766330686
74,65.1431900425316
75,66.7430456229994
76,67.8144598684633
77,68.3552711614054
78,68.3930451915701
79,67.9771935950779
80,67.1665164871063
81,66.0160585219069
82,64.5672935119234
83,62.8435439977171
84,60.8504172359693
85,58.5787773389563
86,56.0091113232115
87,53.1163478206592
88,49.8756367630296
89,46.2693240412869
90,42.294733066716
91,37.9720497981426
92,33.3530394260419
93,28.5309674376014
94,23.651135984913
95,18.9126200806814
96,14.5521337203509
97,10.8069726598213
98,7.86964663579941
99,5.85097954205129
100,4.76144631167317
