time,angle
0,22.407592448963
1,22.2844756114017
2,22.1220959792446
3,21.9127763392058
4,21.6499428440995
5,21.3286716502614
6,20.9454392170735
7,20.4965425804613
8,19.9762308923362
9,19.3765809256213
10,18.6902458404503
11,17.9152307620596
12,17.05948668628
13,16.1424484538611
14,15.1923865922614
15,14.2401060034792
16,13.3114929855955
17,12.4215038241128
18,11.5719423137483
19,10.7535156038825
20,9.95153307869483
21,9.15260663545159
22,8.34964105782228
23,7.5433910005756
24,6.74113383782953
25,5.95387735518849
26,5.19370822679966
27,4.47195272696972
28,3.79831049052313
29,3.18044363725119
30,2.62309970346554
31,2.1261767709824
32,1.68255574122093
33,1.27742992537237
34,0.89011459183073
35,0.498134052842407
36,0.0819437908577058
37,-0.371438369497512
38,-0.867210641455463
39,-1.40405664858037
40,-1.97714759926576
41,-2.58131019564723
42,-3.21334877089969
43,-3.87300269952387
44,-4.56254781615362
45,-5.28526988246215
46,-6.04324485779572
47,-6.83473161545941
48,-7.65148315791677
49,-8.47632982781495
50,-9.28193547121116
51,-10.0313709476411
52,-10.6813832848945
53,-11.1881091920431
54,-11.5145076914566
55,-11.6378288970294
56,-11.555446375062
57,-11.2867896171538
58,-10.870928222814
59,-10.3598444326472
60,-9.80828819922057
61,-9.26222641107167
62,-8.74903177719354
63,-8.27230772180272
64,-7.81289656150523
65,-7.33524512583251
66,-6.79638927474127
67,-6.1552451387599
68,-5.37990938403483
69,-4.45185194644102
70,-3.36710362617216
71,-2.13567677442942
72,-0.779426160324279
73,0.671438393092942
74,2.18345169476286
75,3.72542527604224
76,5.27280424515351
77,6.8097816394108
78,8.32960248814269
79,9.83328404753958
80,11.3267349142442
81,12.8160828778924
82,14.3018057447693
83,15.7731139559914
84,17.2049343579219
85,18.5592927929377
86,19.7915410443542
87,20.8598883583334
88,21.7354021089647
89,22.4094002079121
90,22.8962766876619
91,23.2306754482062
92,23.4590865111838
93,23.6280392999989
94,23.7721762198465
95,23.9063977296836
96,24.0249870512368
97,24.1076171392476
98,24.1288183403747
99,24.0673062813641
100,23.912370988118
