time,angle
0,27.7070819925016
1,27.5219935402567
2,27.3898553523994
3,27.2686567541736
4,27.1260657649388
5,26.9473497358725
6,26.7363375051261
7,26.5079457206491
8,26.275179372018
9,26.0363170594637
10,25.7685936268617
11,25.4318826779381
12,24.9809621565904
13,24.3807684253675
14,23.6185915927948
15,22.7093268394292
16,21.6913224683813
17,20.6150181573916
18,19.5287309889293
19,18.4673636263343
20,17.4473050905736
21,16.4671347717836
22,15.5125268002829
23,14.562679499674
24,13.5965242977032
25,12.5979996863898
26,11.5598766484138
27,10.4850416462667
28,9.3847101414635
29,8.27434195375363
30,7.16973307984477
31,6.0849610861165
32,5.03218491524609
33,4.02195644241835
34,3.06247782918339
35,2.15748678084408
36,1.30385239879859
37,0.490921218662187
38,-0.297282722765577
39,-1.07764881631512
40,-1.86336651913548
41,-2.66084738747688
42,-3.46871803097468
43,-4.27834745342803
44,-5.07565025798622
45,-5.84366087173632
46,-6.56544537316772
47,-7.22643961244297
48,-7.81561400957472
49,-8.32561109509282
50,-8.7521399521605
51,-9.09274901746678
52,-9.3446329606708
53,-9.50135077124129
54,-9.54909459320444
55,-9.46406356936489
56,-9.21283338792104
57,-8.75708857035324
58,-8.06174020184492
59,-7.10382115616461
60,-5.87948593627881
61,-4.40647542890217
62,-2.72165555113752
63,-0.873556920608525
64,1.0873752361334
65,3.11709055146308
66,5.18146896590403
67,7.25478222540787
68,9.3158949359564
69,11.3453923034025
70,13.3251595491486
71,15.2401615525704
72,17.0805586421816
73,18.8421641320761
74,20.5246468624393
75,22.129248214649
76,23.657450646868
77,25.1103592282
78,26.4877109731009
79,27.78625307772
80,28.9983667461956
81,30.1117989305127
82,31.1104330056972
83,31.9752183027273
84,32.684913549031
85,33.2173982164669
86,33.5522701160347
87,33.6745470879483
88,33.5786450588373
89,33.2713357466684
90,32.7732911977865
91,32.1183057129175
92,31.3504349790532
93,30.519453008565
94,29.67618420829
95,28.8687406453586
96,28.1396610785802
97,27.5233557807484
98,27.0437369871436
99,26.7123571928446
100,26.5273055262292
