time,angle
0,21.9489548620189
1,21.7795956106466
2,21.5595569311343
3,21.2314020480197
4,20.7517800302597
5,20.1057184895849
6,19.3127075898144
7,18.4207159898471
8,17.4910411428157
9,16.5791374552124
10,15.718340219519
11,14.9121612512495
12,14.1365036501193
13,13.3503596655291
14,12.509538146502
15,11.5793251145868
16,10.5436257514249
17,9.40934941698303
18,8.20592261209864
19,6.97891698831443
20,5.77935659547106
21,4.65163002175888
22,3.62415962790563
23,2.70575101941871
24,1.88790002672718
25,1.15213975106315
26,0.478903130181262
27,-0.145953415671924
28,-0.729839352181051
29,-1.2771397624174
30,-1.79450308800916
31,-2.29361195129139
32,-2.78931460314013
33,-3.29404326248581
34,-3.81177869045077
35,-4.33503233296687
36,-4.84655027504557
37,-5.32537968249114
38,-5.75469952414328
39,-6.12816689455541
40,-6.45216368713819
41,-6.74340056490322
42,-7.02370927276813
43,-7.31402221463402
44,-7.62900188091093
45,-7.9732582602172
46,-8.34016227851678
47,-8.71395164463413
48,-9.07466662858685
49,-9.40432122489394
50,-9.69166286598084
51,-9.93306485885215
52,-10.128575609383
53,-10.2747243063342
54,-10.3576911010579
55,-10.3500040996793
56,-10.2123046928236
57,-9.89978242684497
58,-9.37141048237533
59,-8.59938277690763
60,-7.57571367431448
61,-6.31412201880043
62,-4.84640075775217
63,-3.21443157847846
64,-1.46101361825022
65,0.37607073974358
66,2.2642673118721
67,4.17267787550306
68,6.06908623242604
69,7.92054918372683
70,9.69686745611856
71,11.374126675267
72,12.9363779487883
73,14.3758709642137
74,15.6924805115169
75,16.8926675731412
76,17.9879101801545
77,18.9929214069955
78,19.9236642130624
79,20.7950957364564
80,21.6186767081662
81,22.3997811509341
82,23.1356740080025
83,23.8147680534025
84,24.4180997160384
85,24.9226986923805
86,25.305776210048
87,25.5482430298998
88,25.6367397655723
89,25.5645138901414
90,25.3316652775941
91,24.9457047470943
92,24.4229086582401
93,23.7912096421419
94,23.0935739018637
95,22.389529175188
96,21.7507929734251
97,21.2495204949798
98,20.9406408936985
99,20.8426958053291
100,20.9249604628835
