time,angle
0,27.6972744399277
1,27.7216468698699
2,27.7157944873449
3,27.6074045699036
4,27.3536243172118
5,26.9512073731401
6,26.434665670623
7,25.8629010543081
8,25.3004034181154
9,24.7987538518941
10,24.383386281093
11,24.0489596513239
12,23.7627167527702
13,23.4746550081987
14,23.1304569496769
15,22.6835056011968
16,22.1032358059733
17,21.3788630931081
18,20.519820553945
19,19.5530738699314
20,18.5179562414056
21,17.4587013217229
22,16.4162316930498
23,15.4208473874351
24,14.4871128594532
25,13.6126888709709
26,12.7815276573611
27,11.9709643506085
28,11.1598964345355
29,10.3347530360363
30,9.49162858735785
31,8.63519771245179
32,7.77652896894095
33,6.93064863162406
34,6.11362006202295
35,5.33930282067837
36,4.6171284579561
37,3.95211634155725
38,3.34662806306949
39,2.80195756487835
40,2.31789348331519
41,1.89034700082358
42,1.50916000196695
43,1.15854527451726
44,0.820561537076088
45,0.479723834032163
46,0.126277201917137
47,-0.243106859723016
48,-0.626879769325684
49,-1.02152901775551
50,-1.42464629369848
51,-1.83655568292883
52,-2.25885948184672
53,-2.68882578440191
54,-3.11041839527919
55,-3.4859630749949
56,-3.75396573532322
57,-3.83655785620787
58,-3.65531551789814
59,-3.14927590119017
60,-2.28822595245837
61,-1.07723607175962
62,0.44715606920476
63,2.22519288565195
64,4.18353623344075
65,6.24494832228912
66,8.33819555506331
67,10.4068962554378
68,12.4151719869914
69,14.3488757910886
70,16.2120360165251
71,18.0198381306904
72,19.7895677856658
73,21.5318270799307
74,23.2445095425951
75,24.9117150191336
76,26.5081422811808
77,28.0065059760823
78,29.3847728866808
79,30.6303421693227
80,31.7396198744749
81,32.7136060453203
82,33.5517258798293
83,34.2471219081837
84,34.7857576666843
85,35.1497904153217
86,35.3236569493624
87,35.2992846932938
88,35.0771839857065
89,34.6633625597248
90,34.0650051760849
91,33.2895516352078
92,32.3497771936034
93,31.2734172349909
94,30.1114100229992
95,28.9389601538638
96,27.8458532881274
97,26.918742257525
98,26.2210503882373
99,25.7764176085872
100,25.5615347926291
