time,angle
0,11.1602500463604
1,12.5954762088456
2,14.4454676438326
3,16.5506534187905
4,18.7082485867077
5,20.7159432404938
6,22.4080649242406
7,23.6777857485256
8,24.486698312662
9,24.8632872791189
10,24.8895119159358
11,24.6749080186831
12,24.3269155556663
13,23.9288345486102
14,23.5321725815483
15,23.1612783906009
16,22.8234175929369
17,22.517632984888
18,22.2385571961054
19,21.9760569294381
20,21.7143422937608
21,21.4335008669806
22,21.1143744223828
23,20.74546834586
24,20.328888937504
25,19.8810994772098
26,19.4260598871169
27,18.983296141328
28,18.5582613271781
29,18.1417620226484
30,17.7187509319772
31,17.2809754110184
32,16.8354867716128
33,16.4040819635181
34,16.0143126634642
35,15.6878321683526
36,15.4321046114289
37,15.2394670305664
38,15.0930562466841
39,14.9757232840121
40,14.8763087822758
41,14.7899629232886
42,14.7141062157791
43,14.6458530460591
44,14.5838671834978
45,14.5321210537533
46,14.5011631730343
47,14.5056895768253
48,14.561963025479
49,14.6881786654732
50,14.9050425382779
51,15.2317662951937
52,15.6773794744612
53,16.2323288461457
54,16.8658098632942
55,17.5291716192508
56,18.1619271376028
57,18.6980972139996
58,19.0758604220262
59,19.2528787033778
60,19.2221052873959
61,19.01820529558
62,18.7083646225804
63,18.3723370491349
64,18.0811952415809
65,17.8831903188999
66,17.7987770549171
67,17.8234390936147
68,17.9349120104679
69,18.1010688190529
70,18.2867285063803
71,18.4590458190532
72,18.5918579342244
73,18.6683995846984
74,18.6806175767126
75,18.6242162523121
76,18.4925619538177
77,18.2750877391484
78,17.9626583631652
79,17.5560015680702
80,17.0705806195194
81,16.5341910649011
82,15.9783820376425
83,15.4280935814256
84,14.8947310071033
85,14.3761292483136
86,13.8633698097328
87,13.3511856739668
88,12.8457384237306
89,12.3647534274485
90,11.929841476345
91,11.5566219396131
92,11.2490152509958
93,11.000907687755
94,10.8026658081292
95,10.6482841220587
96,10.5405102156371
97,10.4946263318349
98,10.5424580270248
99,10.7351176174611
100,11.1392235837786
