time,angle
0,26.2658486524863
1,25.9740556416299
2,25.7577579205865
3,25.5341527277196
4,25.2354237051392
5,24.8346695902787
6,24.3525874811813
7,23.8424180112394
8,23.3620652037345
9,22.946695200292
10,22.5943789972967
11,22.2688720892317
12,21.9162201759752
13,21.4854974493669
14,20.9446639849097
15,20.2865232120419
16,19.5242950843569
17,18.6821095297134
18,17.7864104145841
19,16.8618325716654
20,15.9303248877414
21,15.0107744408617
22,14.1179019400576
23,13.2613367553703
24,12.4458713906726
25,11.6731767334857
26,10.9437096282307
27,10.2570973821576
28,9.61064033943293
29,8.99785253343248
30,8.40910736159899
31,7.83452758177395
32,7.26741036020563
33,6.70637426249758
34,6.1551445200366
35,5.62044670723985
36,5.10909912980046
37,4.62525816109202
38,4.16834190004752
39,3.73225750900784
40,3.30688190052391
41,2.88166497652277
42,2.44964288343012
43,2.00927781992558
44,1.56310957011228
45,1.11432096281809
46,0.663551434035967
47,0.20815252090002
48,-0.255480525055148
49,-0.728157140604973
50,-1.20595783020751
51,-1.68187562577877
52,-2.14887285375598
53,-2.59995455735251
54,-3.02250985442797
55,-3.38872035185934
56,-3.64842433217633
57,-3.73024269808667
58,-3.55352546124441
59,-3.04747125155036
60,-2.17107673953962
61,-0.927912205985471
62,0.630024110394872
63,2.41159256477875
64,4.30761013687122
65,6.21599417534028
66,8.06208206296683
67,9.80751710791695
68,11.4479781506374
69,13.0023848508223
70,14.4992142017016
71,15.9644598899551
72,17.4144547446612
73,18.8535487609158
74,20.2749125771559
75,21.6632382900619
76,22.9984697999028
77,24.2598000173645
78,25.4287730733809
79,26.4909180016552
80,27.4364698406877
81,28.2612291999214
82,28.9669513618412
83,29.5600535372311
84,30.0485729795975
85,30.4395330579511
86,30.7385098752599
87,30.9510153948312
88,31.0837546547979
89,31.1440091623785
90,31.1365150262379
91,31.0590570379577
92,30.8996925076127
93,30.6389724281481
94,30.2578839193896
95,29.749634510197
96,29.1306838719945
97,28.4451256592469
98,27.7578229087983
99,27.1356720859963
100,26.6233792532653
