time,angle
0,32.8166153997279
1,33.2494118216609
2,33.6893543719311
3,34.1186204797046
4,34.5389775195378
5,34.9625892158617
6,35.3960535073697
7,35.8253223387063
8,36.2098206215916
9,36.4894964448277
10,36.600394516798
11,36.4908893883699
12,36.1321002442409
13,35.5212778436506
14,34.6796378524795
15,33.6467812927162
16,32.4733612197182
17,31.2135538353083
18,29.9182693787268
19,28.6296771404603
20,27.3775587563326
21,26.1770043494514
22,25.0278847326896
23,23.9163807300353
24,22.8193217329814
25,21.7101320266016
26,20.5652339375124
27,19.369768543868
28,18.1215732215258
29,16.8326363208366
30,15.5275271342157
31,14.23927515616
32,13.0029265527572
33,11.8474702344742
34,10.7878964215935
35,9.82104813389611
36,8.92758452206423
37,8.07913792102192
38,7.24654298184929
39,6.40543592714325
40,5.53834047462322
41,4.63483022317698
42,3.69202778077564
43,2.71525966224329
44,1.71765026786833
45,0.717698910929527
46,-0.264227584855446
47,-1.20922641482948
48,-2.10214809710804
49,-2.9330126325269
50,-3.69792105847299
51,-4.39914437073903
52,-5.04385201706652
53,-5.64065349757584
54,-6.19342254046113
55,-6.69314059959417
56,-7.11097739836234
57,-7.39628990456111
58,-7.4824582780192
59,-7.29975913291495
60,-6.79184532722298
61,-5.93073193126288
62,-4.72420538883217
63,-3.21406712950129
64,-1.46616762072133
65,0.442350585269526
66,2.43490990044166
67,4.44442021780726
68,6.41988496262441
69,8.33132281466212
70,10.171218289928
71,11.9508306759976
72,13.6913719256274
73,15.4129944618427
74,17.1252382635787
75,18.8228210567572
76,20.4885180707437
77,22.1012945555429
78,23.6444029429059
79,25.1087478225224
80,26.491178074947
81,27.7904713480462
82,29.0040715598271
83,30.1265499004002
84,31.1491862730196
85,32.0601966645581
86,32.8455981105359
87,33.4909892012088
88,33.9838190338977
89,34.3152934338555
90,34.4814625491696
91,34.4837187689342
92,34.329328647368
93,34.0325106583464
94,33.6162432847193
95,33.1144991072595
96,32.5739139833481
97,32.0532214204241
98,31.6172833885904
99,31.3239236708928
100,31.2077145194163
