time,angle
0,21.0975144694971
1,20.7387320812083
2,20.4587600594604
3,20.2069527040709
4,19.9402151278909
5,19.6327945315715
6,19.2804924323974
7,18.8977994785853
8,18.508441919254
9,18.1327674246203
10,17.7765547265494
11,17.4256052634642
12,17.0487659143804
13,16.6078073730923
14,16.0693980660008
15,15.41384570251
16,14.6380519409479
17,13.7527345016859
18,12.7770129689474
19,11.733131031933
20,10.6430574978056
21,9.52688601362006
22,8.40208351992556
23,7.2828193255646
24,6.17973158536269
25,5.10078628559857
26,4.053297470351
27,3.0459978385435
28,2.08977031492923
29,1.19632038354263
30,0.375268264864074
31,-0.369027556168554
32,-1.03958569887806
33,-1.64684573144508
34,-2.20639322187259
35,-2.73513076105176
36,-3.24728591102112
37,-3.75185503417675
38,-4.25255734260104
39,-4.74994560063462
40,-5.24424692555508
41,-5.73713449779589
42,-6.23141601426426
43,-6.72897808526186
44,-7.22850319448657
45,-7.72463687079434
46,-8.20912091351062
47,-8.67325674867602
48,-9.11056243245263
49,-9.51863515758324
50,-9.89938876000134
51,-10.2574037076244
52,-10.59642487964
53,-10.9147180824556
54,-11.2003888446821
55,-11.4281995143911
56,-11.5587639049426
57,-11.5411601155864
58,-11.3187882287733
59,-10.8384790166116
60,-10.0615293608537
61,-8.97387709953185
62,-7.59095649717497
63,-5.95516604568373
64,-4.12629959474356
65,-2.17046730871766
66,-0.151561783413509
67,1.87424885574704
68,3.86311320991114
69,5.78742565936343
70,7.63769729761056
71,9.41983103914309
72,11.1480553787157
73,12.8355587008073
74,14.4867480624803
75,16.0943271925752
76,17.6421664471382
77,19.1115049527825
78,20.4870478128522
79,21.7602573308597
80,22.9293229298096
81,23.9968788352074
82,24.9669419984721
83,25.841920509944
84,26.6199601954631
85,27.2929594666168
86,27.8458553066816
87,28.2577558004618
88,28.5045447327252
89,28.5620870904922
90,28.4099603797356
91,28.0366748044508
92,27.4467732410283
93,26.6683697656027
94,25.7567049712036
95,24.7888701361377
96,23.8497303262544
97,23.0143468024283
98,22.3340927812336
99,21.8297453239437
100,21.4897579182929
