time,angle
0,25.5421635229779
1,25.1346018598478
2,24.9153690191195
3,24.8614547747462
4,24.934306769554
5,25.0879220596435
6,25.2763675767875
7,25.4592543862696
8,25.6042468989974
9,25.6867014672248
10,25.6876436769223
11,25.5912691188337
12,25.3831991555064
13,25.0504877982758
14,24.583579445126
15,23.9794795506878
16,23.2449692427458
17,22.3989823779329
18,21.4728748273386
19,20.5074403579191
20,19.545571546081
21,18.6222888676736
22,17.7562962656091
23,16.9467673380677
24,16.177172720925
25,15.4234668854716
26,14.6632052101624
27,13.8825996132398
28,13.0797200013851
29,12.2633512124905
30,11.4480596588851
31,10.6475917575307
32,9.8691077812699
33,9.1102938823648
34,8.36025019024462
35,7.60353387665764
36,6.8255964447556
37,6.0177530551727
38,5.1800062645362
39,4.32066954348999
40,3.45354995085929
41,2.59410432281465
42,1.75589172577061
43,0.947553073013882
44,0.170261918454984
45,-0.583624394970379
46,-1.33026922030502
47,-2.09198760533527
48,-2.89324553350301
49,-3.75543713233966
50,-4.69131485934503
51,-5.70056050989294
52,-6.76745619100428
53,-7.86091084543313
54,-8.93636775760652
55,-9.93893228415523
56,-10.8074096331858
57,-11.4789481316755
58,-11.8945387785576
59,-12.0054967458436
60,-11.7800629937014
61,-11.208593675138
62,-10.3042781226331
63,-9.09883806023227
64,-7.63419955496802
65,-5.95437259192638
66,-4.10042714601053
67,-2.10898950257067
68,-0.0127255454548981
69,2.15870509617367
70,4.37745639974135
71,6.61599216025274
72,8.84550474552502
73,11.0350105521147
74,13.1522451966725
75,15.1669134936949
76,17.0551750923509
77,18.8031570179278
78,20.4082917547584
79,21.8783287452515
80,23.2288140723338
81,24.4791530774407
82,25.6475956773287
83,26.7456016718118
84,27.7729769304753
85,28.7160144175723
86,29.548988562448
87,30.2384892480849
88,30.7491063582475
89,31.0496535088499
90,31.1192535074954
91,30.9524664579267
92,30.5630968323998
93,29.9858204640353
94,29.2745921110644
95,28.4972890887766
96,27.7271357123745
97,27.0327912109249
98,26.4690527635181
99,26.0695912568818
100,25.8430354898729
