time,angle
0,7.5981312821008
1,7.83702840945114
2,8.5453559045771
3,9.48492349736016
4,10.4656213808594
5,11.3935848492154
6,12.2750091874079
7,13.1792061567421
8,14.1819868610248
9,15.3161089164877
10,16.5500653065583
11,17.7984401822277
12,18.9544754827262
13,19.9258706263832
14,20.6595732785325
15,21.1488796547716
16,21.4254888482337
17,21.5421824086753
18,21.5538502460363
19,21.5028476861269
20,21.4119460931744
21,21.2844751655079
22,21.1090949537132
23,20.8672096094637
24,20.5413747690414
25,20.1229263447013
26,19.6165698927626
27,19.0407300949322
28,18.4236332003617
29,17.7973485858918
30,17.1920239615133
31,16.6320318815809
32,16.1343625692395
33,15.7090670992796
34,15.3606636405172
35,15.0892696243125
36,14.8902020023553
37,14.7524013754996
38,14.6577365222793
39,14.5837185858854
40,14.5104528487737
41,14.4294452324209
42,14.349484554545
43,14.2962366737727
44,14.3047547286342
45,14.4080046537071
46,14.625802688944
47,14.959214019625
48,15.3929591785008
49,15.9054311234984
50,16.481540100707
51,17.1226225055801
52,17.8501945720334
53,18.7044654429324
54,19.7403337484672
55,21.022243086565
56,22.6169016121012
57,24.5822595011546
58,26.9532472039407
59,29.7290379552016
60,32.8703045902061
61,36.3109286152963
62,39.9780607077509
63,43.8056571776264
64,47.7326084515214
65,51.6913615571497
66,55.5999140884964
67,59.3630889507275
68,62.879675686213
69,66.0507855099083
70,68.7874156622041
71,71.0179619589121
72,72.6951038214261
73,73.7999323184548
74,74.3401152628238
75,74.3434340487549
76,73.8493214994891
77,72.9008699848924
78,71.5380180067072
79,69.7927666316874
80,67.6878825775701
81,65.2411810330269
82,62.4746366167143
83,59.4239860481481
84,56.1430554903446
85,52.6999261477047
86,49.1662743564085
87,45.6044728032696
88,42.0573287540822
89,38.5425011544483
90,35.0526986239139
91,31.5622653742586
92,28.0420183213745
93,24.4817095154343
94,20.916413708212
95,17.4463952932167
96,14.2381789120376
97,11.4953087117147
98,9.4059475386776
99,8.08749547015003
100,7.5508379358818
