time,angle
0,25.5966597706534
1,25.5449038603629
2,25.6020460767425
3,25.7119910045297
4,25.8249044386453
5,25.9086196169797
6,25.9524856872829
7,25.9634576993781
8,25.9565456012076
9,25.9440999221334
10,25.9276708764675
11,25.8946504130075
12,25.8199944275456
13,25.6718381315655
14,25.4187389032437
15,25.0365064431325
16,24.5133262834263
17,23.8524631858882
18,23.0722885541479
19,22.2037097869744
20,21.2851431549223
21,20.3562715526165
22,19.45175143571
23,18.5961008817325
24,17.8002949593753
25,17.060432592467
26,16.3586726517332
27,15.6676090293345
28,14.9575188597706
29,14.2046554299728
30,13.3975445856219
31,12.5392184652153
32,11.6446027727532
33,10.7346970834937
34,9.82949425047372
35,8.94196193792411
36,8.07467687882454
37,7.2200637286287
38,6.36371082263185
39,5.48968503281208
40,4.58603222462058
41,3.64902774178969
42,2.68492563419911
43,1.70850241637863
44,0.738153890372099
45,-0.211231243090612
46,-1.13535702452147
47,-2.0443413219081
48,-2.9606032338284
49,-3.91087826437475
50,-4.91608384571095
51,-5.98369610763344
52,-7.10498056467495
53,-8.2562786808951
54,-9.40143004399434
55,-10.4931521987679
56,-11.4741652782661
57,-12.2797872114221
58,-12.8439804891184
59,-13.1086926079869
60,-13.0343329378516
61,-12.6073149614566
62,-11.8420992575873
63,-10.7763692057414
64,-9.46216950679773
65,-7.95561968534985
66,-6.30726210936958
67,-4.55431244924605
68,-2.71726408442695
69,-0.80248959723028
70,1.18941658569543
71,3.25352196793796
72,5.37307577201564
73,7.51745472539566
74,9.64514868306231
75,11.7104749247842
76,13.6718656230883
77,15.4999110884226
78,17.1828885321785
79,18.7280938191493
80,20.1577638743837
81,21.5013758196987
82,22.78665240945
83,24.0318812635149
84,25.24091863567
85,26.4018126022386
86,27.4885507853562
87,28.4654315587994
88,29.2923210840592
89,29.9298028720476
90,30.3439334519966
91,30.5113085912102
92,30.4246129586237
93,30.0982477286605
94,29.5712495805285
95,28.9048495731491
96,28.1739078902721
97,27.454749007109
98,26.8144472625994
99,26.3046716219009
100,25.95926519413
