time,angle
0,-4.41925844293011
1,-4.83262297783505
2,-4.69136018522323
3,-4.1664395673225
4,-3.42692091166523
5,-2.60735902227858
6,-1.79042373682713
7,-1.00747378487126
8,-0.253510013704712
9,0.49181075777463
10,1.24608429734764
11,2.0127952884184
12,2.77764398057956
13,3.5108505826547
14,4.17367329546874
15,4.72727099072919
16,5.14163343048367
17,5.40277229990184
18,5.51629405307352
19,5.50693124661796
20,5.41393324401415
21,5.28298209108861
22,5.15668847060173
23,5.06609182859965
24,5.02593452564445
25,5.03438217768021
26,5.0765515956146
27,5.130459669733
28,5.17368374276198
29,5.18943185961321
30,5.17030321725486
31,5.1188999234222
32,5.04543260802749
33,4.96348424671752
34,4.88548397172168
35,4.81907065120552
36,4.7655450658281
37,4.72094719603298
38,4.6794079816967
39,4.63706519888803
40,4.59487611412787
41,4.55975621068818
42,4.54417106576142
43,4.564624436395
44,4.63947597067283
45,4.78692561671275
46,5.02398069583097
47,5.36682277002606
48,5.8322989280816
49,6.43964277387841
50,7.21135296067589
51,8.17254852773963
52,9.3488653177992
53,10.7634342309685
54,12.4338995335331
55,14.370242823519
56,16.5740061626439
57,19.0387535135488
58,21.7508473480684
59,24.6898836088611
60,27.8286851284082
61,31.1333477914795
62,34.5636656480912
63,38.0730448494231
64,41.6070469913991
65,45.1017716116805
66,48.4846159112748
67,51.6788450425155
68,54.6108174667502
69,57.2166243992338
70,59.4461479055342
71,61.2643919064824
72,62.6515867878923
73,63.6031819751954
74,64.1289893830593
75,64.2506913961123
76,63.9977408490868
77,63.4025034689041
78,62.4959917556573
79,61.3047478990456
80,59.8490544904219
81,58.142297911468
82,56.1913148593095
83,53.9978723649136
84,51.5610027021621
85,48.8796352535806
86,45.9547632109698
87,42.7906277280221
88,39.3949982977862
89,35.7790447678943
90,31.9578026985158
91,27.9521873930328
92,23.7930448223218
93,19.5277267840479
94,15.2294878489942
95,11.0069117462098
96,7.00700402401867
97,3.40305513458296
98,0.364054592041508
99,-1.98360215952229
100,-3.58829510664167
